,recommended,review_text
2855,0,fella got huevos rancheros look appealing 
2856,1,went happy hour great list wines 
2857,1,may say buffet pricey think get pay place getting quite lot 
2858,0,probably coming back 
2859,0,worst food/service 've 
2860,1,place pretty good nice little vibe restaurant 
2861,1,talk great customer service course back 
2862,0,hot dishes hot cold dishes close room temp.i watched staff prepare food bare hands gloves.everything deep fried oil 
2863,1,love fries beans 
2864,1,always pleasure dealing 
2865,1,plethora salads sandwiches everything 've tried gets seal approval 
2866,1,place awesome want something light healthy summer 
2867,1,sushi strip place go 
2868,1,service great even manager came helped table 
2869,0,feel dining room college cooking course high class dining service slow best 
2870,0,started review two stars 'm editing give one 
2871,0,worst sushi ever eat besides costco 
2872,1,excellent restaurant highlighted great service unique menu beautiful setting 
2873,1,boyfriend sat bar completely delightful experience 
2874,0,weird vibe owners 
2875,0,hardly meat 
2876,0,'ve better bagels grocery store 
2877,1,go place gyros 
2878,1,love owner/chef one authentic japanese cool dude 
2879,0,burgers good pizza used amazing doughy flavorless 
2880,0,found six inch long piece wire salsa 
2881,0,service terrible food mediocre 
2882,1,definately enjoyed 
2883,0,ordered albondigas soup warm tasted like tomato soup frozen meatballs 
2884,0,three different occasions asked well done medium well three times got bloodiest piece meat plate 
2885,0,two bites refused eat anymore 
2886,0,service extremely slow 
2887,0,20 minutes wait got table 
2888,1,seriously killer hot chai latte 
2889,0,allergy warnings menu waitress absolutely clue meals contain peanuts 
2890,1,boyfriend tried mediterranean chicken salad fell love 
2891,1,rotating beers tap also highlight place 
2892,0,pricing bit concern mellow mushroom 
2893,0,worst thai ever 
2894,1,stay vegas must get breakfast least 
2895,1,want first say server great perfect service 
2896,1,pizza selections good 
2897,1,strawberry tea good 
2898,0,highly unprofessional rude loyal patron 
2899,1,overall great experience 
2900,0,spend money elsewhere 
2901,1,regular toasted bread equally satisfying occasional pats butter mmmm 
2902,0,buffet bellagio far anticipated 
2903,0,drinks weak people 
2904,0,-my order correct 
2905,0,also feel like chips bought made house 
2906,0,disappointing dinner went elsewhere dessert 
2907,1,chips sals amazing 
2908,0,returning 
2909,1,new fav vegas buffet spot 
2910,0,seriously believe owner many unexperienced employees running around like chickens heads cut 
2911,0,sad 
2912,0,felt insulted disrespected could talk judge another human like 
2913,0,call steakhouse properly cook steak understand 
2914,0,'m impressed concept food 
2915,0,thing crazy guacamole like puréed 
2916,0,really nothing postinos hope experience better 
2917,0,got food poisoning buffet 
2918,0,brought fresh batch fries thinking yay something warm 
2919,0,hilarious yummy christmas eve dinner remember biggest fail entire trip us 
2920,0,needless say going back anytime soon 
2921,0,place disgusting 
2922,1,every time eat see caring teamwork professional degree 
2923,0,ri style calamari joke 
2924,0,however much garlic fondue barely edible 
2925,0,could barely stomach meal complain business lunch 
2926,0,bad lost heart finish 
2927,0,also took forever bring us check asked 
2928,0,ones make scene restaurants get definitely lost love one 
2929,0,disappointing experience 
2930,0,food par denny say good 
2931,0,want wait mediocre food downright terrible service place 
2932,0,waaaaaayyyyyyyyyy rated saying 
2933,0,going back 
2934,0,place fairly clean food simply worth 
2935,0,place lacked style 
2936,0,sangria half glass wine full 12 ridiculous 
2937,0,bother coming 
2938,0,meat pretty dry sliced brisket pulled pork 
2939,0,building seems pretty neat bathroom pretty trippy would eat 
2940,0,equally awful 
2941,0,probably hurry go back 
2942,0,slow seating even reservation 
2943,0,good stretch imagination 
2944,0,cashew cream sauce bland vegetables undercooked 
2945,0,chipolte ranch dipping sause tasteless seemed thin watered heat 
2946,0,bit sweet really spicy enough lacked flavor 
2947,0,disappointed 
2948,0,place horrible way overpriced 
2949,0,maybe vegetarian fare 've twice thought average best 
2950,0,busy know 
2951,0,tables outside also dirty lot time workers always friendly helpful menu 
2952,0,ambiance feel like buffet setting douchey indoor garden tea biscuits 
2953,0,con spotty service 
2954,0,fries hot neither burger 
2955,0,came back cold 
2956,0,food came disappointment ensued 
2957,0,real disappointment waiter 
2958,0,husband said rude even apologize bad food anything 
2959,0,reason eat would fill night binge drinking get carbs stomach 
2960,0,insults profound deuchebaggery go outside smoke break serving solidify 
2961,0,someone orders two tacos think may part customer service ask combo ala cart 
2962,0,quite disappointed although blame needs placed door 
2963,0,rave reviews could wait eat ...... disappointment 
2964,0,del taco pretty nasty avoided possible 
2965,0,hard make decent hamburger 
2966,0,like 
2967,0,hell go back 
2968,0,'ve gotten much better service pizza place next door services received restaurant 
2969,0,know big deal place back `` ya'all '' 
2970,0,immediately said wanted talk manager want talk guy shots fireball behind bar 
2971,0,ambiance much better 
2972,0,unfortunately set us disapppointment entrees 
2973,0,food good 
2974,0,servers suck wait correction server heimer sucked 
2975,0,happened next pretty .... putting 
2976,0,bad cause know family owned really wanted like place 
2977,0,overpriced getting 
2978,0,vomited bathroom mid lunch 
2979,0,kept looking time soon become 35 minutes yet still food 
2980,0,places eat circumstances would ever return tops list 
2981,0,started tuna sashimi brownish color obviously fresh 
2982,0,food average 
2983,0,sure beat nachos movies would expect little bit coming restaurant 
2984,0,ha long bay bit flop 
2985,0,problem charge 11.99 sandwich bigger subway sub offers better amount vegetables 
2986,0,shrimp- unwrapped live 1/2 mile brushfire literally ice cold 
2987,0,lacked flavor seemed undercooked dry 
2988,0,really impressive place closed 
2989,0,would avoid place staying mirage 
2990,0,refried beans came meal dried crusty food bland 
2991,0,spend money time place else 
2992,0,lady table next us found live green caterpillar salad 
2993,0,presentation food awful 
2994,0,tell disappointed 
2995,0,think food flavor texture lacking 
2996,0,appetite instantly gone 
2997,0,overall impressed would go back 
2998,0,whole experience underwhelming think go ninja sushi next time 
2999,0,wasted enough life poured salt wound drawing time took bring check 
